invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_pct,total,date,time,payment,cogs,gross_margin_pct,gross_income,rating
238-45-6950,East,McCordsville,Member,Male,Electronics,58.72,1,4.6976,63.4176,3/1/2023 0:00,20:03:00,Credit Card,53.72,4.761904716,4.6976,6.4
238-49-0436,West,Yorktown,Not member,Male,Health and Wellness,37.46,8,23.9744,323.6544,3/27/2023 0:00,13:48:00,Cash,259.68,4.761904716,23.9744,4.9
239-10-7476,West,Yorktown,Not member,Female,Groceries,82.95,6,39.816,537.516,1/21/2023 0:00,16:37:00,Credit Card,467.7,4.761904716,39.816,8
239-36-3640,East,McCordsville,Not member,Male,Sports and Outdoors,50.35,6,24.168,326.268,1/31/2023 0:00,13:44:00,Credit Card,272.1,4.761904716,24.168,6.1
239-48-4278,West,Yorktown,Member,Male,Electronics,15.13,7,8.4728,114.3828,3/10/2023 0:00,19:35:00,Credit Card,70.91,4.761904716,8.4728,8.3
241-11-2261,East,McCordsville,Not member,Female,Clothing and Apparel,84.86,7,47.5216,641.5416,1/10/2023 0:00,10:33:00,Cash,559.02,4.761904716,47.5216,5.5
241-72-9525,East,McCordsville,Not member,Male,Automotive,56.91,10,45.528,614.628,2/16/2023 0:00,12:21:00,Mobile app,519.1,4.761904716,45.528,8.2
241-96-5076,East,McCordsville,Member,Female,Groceries,54.1,2,8.656,116.856,1/8/2023 0:00,12:58:00,Cash,98.2,4.761904716,8.656,6.4
242-11-3142,East,McCordsville,Member,Male,Clothing and Apparel,88.77,2,14.2032,191.7432,2/24/2023 0:00,19:57:00,Mobile app,167.54,4.761904716,14.2032,4.6
242-55-6721,East,McCordsville,Not member,Male,Groceries,21.16,2,3.3856,45.7056,3/7/2023 0:00,11:49:00,Credit Card,32.32,4.761904716,3.3856,6.5
243-47-2663,South,Newtown,Member,Male,Sports and Outdoors,23.77,6,11.4096,154.0296,1/28/2023 0:00,16:43:00,Cash,112.62,4.761904716,11.4096,5.5
243-55-8457,West,Yorktown,Not member,Female,Electronics,79.44,10,63.552,857.952,2/27/2023 0:00,11:40:00,Credit Card,744.4,4.761904716,63.552,5.1
244-08-0162,East,McCordsville,Not member,Female,Health and Wellness,39.21,10,31.368,423.468,1/2/2023 0:00,13:00:00,Mobile app,342.1,4.761904716,31.368,5.1
246-11-3901,South,Newtown,Not member,Female,Sports and Outdoors,37.8,10,30.24,408.24,2/15/2023 0:00,12:12:00,Mobile app,328,4.761904716,30.24,6.2
246-55-6923,South,Newtown,Member,Female,Groceries,40.79,9,29.3688,396.4788,3/10/2023 0:00,15:06:00,Cash,322.11,4.761904716,29.3688,5.1
247-11-2470,West,Yorktown,Member,Female,Clothing and Apparel,27.32,4,8.7424,118.0224,3/1/2023 0:00,16:23:00,Cash,89.28,4.761904716,8.7424,4.4
249-42-3782,West,Yorktown,Not member,Male,Health and Wellness,75.01,5,30.004,405.054,1/3/2023 0:00,11:36:00,Credit Card,350.05,4.761904716,30.004,5.5
250-17-5703,West,Yorktown,Member,Male,Electronics,23.85,10,19.08,257.58,2/27/2023 0:00,18:24:00,Credit Card,188.5,4.761904716,19.08,5.6
250-81-7186,South,Newtown,Not member,Female,Sports and Outdoors,104.69,1,8.3752,113.0652,2/27/2023 0:00,10:23:00,Cash,99.69,4.761904716,8.3752,8
252-56-2699,West,Yorktown,Not member,Male,Electronics,48.19,10,38.552,520.452,2/7/2023 0:00,16:48:00,Credit Card,431.9,4.761904716,38.552,8.2
253-12-6086,West,Yorktown,Member,Female,Automotive,103.4,7,57.904,781.704,3/12/2023 0:00,12:43:00,Credit Card,688.8,4.761904716,57.904,8.7
254-31-0042,West,Yorktown,Member,Male,Sports and Outdoors,26.5,9,19.08,257.58,3/6/2023 0:00,12:46:00,Cash,193.5,4.761904716,19.08,7.8
256-08-8343,West,Yorktown,Not member,Female,Groceries,61.53,4,19.6896,265.8096,3/4/2023 0:00,19:48:00,Credit Card,226.12,4.761904716,19.6896,5.5
256-58-3609,South,Newtown,Member,Male,Clothing and Apparel,96.98,1,7.7584,104.7384,3/18/2023 0:00,15:29:00,Mobile app,91.98,4.761904716,7.7584,9.8
257-60-7754,West,Yorktown,Not member,Female,Sports and Outdoors,55.23,4,17.6736,238.5936,1/8/2023 0:00,17:12:00,Mobile app,200.92,4.761904716,17.6736,9
257-73-1380,South,Newtown,Member,Male,Automotive,87.93,4,28.1376,379.8576,1/20/2023 0:00,16:51:00,Credit Card,331.72,4.761904716,28.1376,9.6
258-69-7810,South,Newtown,Not member,Female,Clothing and Apparel,41.85,5,16.74,225.99,1/26/2023 0:00,18:53:00,Mobile app,184.25,4.761904716,16.74,9.2
258-92-7466,West,Yorktown,Not member,Female,Health and Wellness,40.68,5,16.272,219.672,2/6/2023 0:00,18:33:00,Cash,178.4,4.761904716,16.272,6.6
261-12-8671,East,McCordsville,Not member,Female,Clothing and Apparel,65.96,2,10.5536,142.4736,1/25/2023 0:00,19:39:00,Cash,121.92,4.761904716,10.5536,4.9
262-47-2794,East,McCordsville,Member,Male,Groceries,76.86,8,49.1904,664.0704,3/6/2023 0:00,15:07:00,Cash,574.88,4.761904716,49.1904,6.2
263-10-3913,South,Newtown,Member,Male,Clothing and Apparel,54.04,9,38.9088,525.2688,1/9/2023 0:00,14:20:00,Cash,441.36,4.761904716,38.9088,8.6
263-12-5321,West,Yorktown,Member,Male,Sports and Outdoors,97.6,7,54.656,737.856,2/27/2023 0:00,12:52:00,Credit Card,648.2,4.761904716,54.656,9.3
263-87-5680,South,Newtown,Member,Female,Groceries,33.53,10,26.824,362.124,3/18/2023 0:00,17:38:00,Credit Card,285.3,4.761904716,26.824,7.8
266-20-6657,South,Newtown,Member,Male,Electronics,60.04,7,33.6224,453.9024,3/12/2023 0:00,19:39:00,Credit Card,385.28,4.761904716,33.6224,5.2
266-76-6436,South,Newtown,Member,Female,Electronics,43.6,3,10.464,141.264,3/28/2023 0:00,13:57:00,Credit Card,115.8,4.761904716,10.464,7.5
267-62-7380,South,Newtown,Member,Male,Sports and Outdoors,87.34,10,69.872,943.272,3/29/2023 0:00,19:12:00,Credit Card,823.4,4.761904716,69.872,4.3
268-03-6164,East,McCordsville,Not member,Male,Health and Wellness,101.11,1,8.0888,109.1988,1/25/2023 0:00,16:28:00,Credit Card,96.11,4.761904716,8.0888,7.8
268-20-3585,South,Newtown,Not member,Female,Health and Wellness,18.85,9,13.572,183.222,2/4/2023 0:00,12:50:00,Credit Card,124.65,4.761904716,13.572,6
268-27-6179,East,McCordsville,Member,Female,Clothing and Apparel,61.47,8,39.3408,531.1008,3/9/2023 0:00,14:57:00,Credit Card,451.76,4.761904716,39.3408,7.3
269-04-5750,East,McCordsville,Member,Male,Clothing and Apparel,78.82,4,25.2224,340.5024,2/21/2023 0:00,18:31:00,Mobile app,295.28,4.761904716,25.2224,6.7
269-10-8440,West,Yorktown,Member,Male,Health and Wellness,58.17,7,32.5752,439.7652,1/21/2023 0:00,18:01:00,Mobile app,372.19,4.761904716,32.5752,8.9
271-77-8740,South,Newtown,Member,Female,Automotive,34.22,6,16.4256,221.7456,1/1/2023 0:00,11:40:00,Credit Card,175.32,4.761904716,16.4256,5
271-88-8734,South,Newtown,Member,Female,Clothing and Apparel,102.21,10,81.768,1103.868,2/8/2023 0:00,13:00:00,Credit Card,972.1,4.761904716,81.768,8.7
272-27-9238,South,Newtown,Not member,Female,Electronics,46.24,4,14.7968,199.7568,2/19/2023 0:00,16:23:00,Mobile app,164.96,4.761904716,14.7968,7.1
272-65-1806,West,Yorktown,Not member,Female,Sports and Outdoors,65.88,9,47.4336,640.3536,1/15/2023 0:00,17:17:00,Credit Card,547.92,4.761904716,47.4336,4.7
273-16-6619,East,McCordsville,Not member,Male,Groceries,38.2,2,6.112,82.512,3/15/2023 0:00,12:20:00,Cash,66.4,4.761904716,6.112,4.4
273-84-2164,South,Newtown,Member,Male,Sports and Outdoors,17.05,5,6.82,92.07,2/16/2023 0:00,15:53:00,Credit Card,60.25,4.761904716,6.82,5.5
274-05-5470,West,Yorktown,Member,Female,Electronics,78.47,4,25.1104,338.9904,2/23/2023 0:00,18:30:00,Mobile app,293.88,4.761904716,25.1104,6
275-28-0149,West,Yorktown,Not member,Male,Automotive,68.69,1,5.4952,74.1852,2/25/2023 0:00,16:21:00,Mobile app,63.69,4.761904716,5.4952,6
276-54-0879,East,McCordsville,Not member,Male,Automotive,102.74,4,32.8768,443.8368,3/12/2023 0:00,19:53:00,Credit Card,390.96,4.761904716,32.8768,6.4
276-75-6884,West,Yorktown,Not member,Female,Health and Wellness,73.71,3,17.6904,238.8204,3/4/2023 0:00,10:05:00,Mobile app,206.13,4.761904716,17.6904,8.7
277-35-5865,South,Newtown,Member,Female,Electronics,103.97,9,74.8584,1010.5884,3/9/2023 0:00,11:23:00,Credit Card,890.73,4.761904716,74.8584,6.7
277-63-2961,East,McCordsville,Member,Male,Automotive,78.97,1,6.3176,85.2876,2/3/2023 0:00,15:53:00,Cash,73.97,4.761904716,6.3176,5.4
278-86-2735,West,Yorktown,Not member,Female,Electronics,57.34,3,13.7616,185.7816,3/27/2023 0:00,14:03:00,Mobile app,157.02,4.761904716,13.7616,9.2
278-97-7759,West,Yorktown,Member,Female,Sports and Outdoors,67.48,1,5.3984,72.8784,2/18/2023 0:00,20:29:00,Mobile app,62.48,4.761904716,5.3984,4.7
279-62-1445,South,Newtown,Member,Female,Clothing and Apparel,17.54,1,1.4032,18.9432,2/21/2023 0:00,12:38:00,Mobile app,12.54,4.761904716,1.4032,8.2
279-74-2924,East,McCordsville,Member,Male,Sports and Outdoors,77.17,1,6.1736,83.3436,1/4/2023 0:00,19:40:00,Mobile app,72.17,4.761904716,6.1736,6.1
280-17-4359,South,Newtown,Member,Male,Health and Wellness,95.5,10,76.4,1031.4,1/25/2023 0:00,13:48:00,Credit Card,905,4.761904716,76.4,8.1
280-35-5823,East,McCordsville,Member,Female,Groceries,91.72,1,7.3376,99.0576,1/17/2023 0:00,18:45:00,Credit Card,86.72,4.761904716,7.3376,7.9
282-35-2475,East,McCordsville,Not member,Female,Automotive,98.31,2,15.7296,212.3496,3/25/2023 0:00,17:53:00,Mobile app,186.62,4.761904716,15.7296,6.3
283-26-5248,South,Newtown,Member,Female,Electronics,103.52,10,82.816,1118.016,1/30/2023 0:00,20:23:00,Credit Card,985.2,4.761904716,82.816,4.5
283-79-9594,East,McCordsville,Not member,Female,Electronics,53.51,7,29.9656,404.5356,1/25/2023 0:00,13:30:00,Cash,339.57,4.761904716,29.9656,5.2
284-34-9626,East,McCordsville,Not member,Female,Groceries,82.04,3,19.6896,265.8096,2/11/2023 0:00,10:39:00,Cash,231.12,4.761904716,19.6896,7.2
284-54-4231,South,Newtown,Member,Male,Automotive,85.93,1,6.8744,92.8044,1/19/2023 0:00,16:08:00,Cash,80.93,4.761904716,6.8744,9
286-01-5402,West,Yorktown,Not member,Female,Automotive,45.23,7,25.3288,341.9388,3/30/2023 0:00,13:22:00,Mobile app,281.61,4.761904716,25.3288,9.6
286-43-6208,South,Newtown,Not member,Female,Electronics,92.8,9,66.816,902.016,3/16/2023 0:00,19:08:00,Credit Card,790.2,4.761904716,66.816,9.2
286-62-6248,East,McCordsville,Not member,Male,Clothing and Apparel,44.21,4,14.1472,190.9872,1/16/2023 0:00,20:03:00,Cash,156.84,4.761904716,14.1472,9
286-75-7818,East,McCordsville,Not member,Male,Clothing and Apparel,74.08,2,11.8528,160.0128,1/31/2023 0:00,19:48:00,Cash,138.16,4.761904716,11.8528,6.9
287-21-9091,West,Yorktown,Not member,Male,Groceries,79.67,9,57.3624,774.3924,1/22/2023 0:00,10:55:00,Credit Card,672.03,4.761904716,57.3624,9.4
287-83-1405,West,Yorktown,Not member,Male,Health and Wellness,30.43,6,14.6064,197.1864,2/12/2023 0:00,19:01:00,Credit Card,152.58,4.761904716,14.6064,7
288-38-3758,South,Newtown,Member,Female,Clothing and Apparel,89.87,3,21.5688,291.1788,1/25/2023 0:00,18:30:00,Credit Card,254.61,4.761904716,21.5688,7.4
288-62-1085,West,Yorktown,Member,Male,Clothing and Apparel,43.54,5,17.416,235.116,1/9/2023 0:00,13:34:00,Credit Card,192.7,4.761904716,17.416,5.6
289-15-7034,West,Yorktown,Member,Male,Automotive,87.33,4,27.9456,377.2656,1/11/2023 0:00,10:37:00,Cash,329.32,4.761904716,27.9456,7.5
289-65-5721,East,McCordsville,Not member,Female,Clothing and Apparel,86.37,2,13.8192,186.5592,1/26/2023 0:00,19:28:00,Mobile app,162.74,4.761904716,13.8192,6.5
290-68-2984,West,Yorktown,Not member,Male,Groceries,28.75,4,9.2,124.2,3/16/2023 0:00,11:22:00,Mobile app,95,4.761904716,9.2,5.2
291-21-5991,East,McCordsville,Member,Male,Health and Wellness,66.29,5,26.516,357.966,3/29/2023 0:00,14:28:00,Mobile app,306.45,4.761904716,26.516,7
291-32-1427,East,McCordsville,Member,Male,Clothing and Apparel,26.94,5,10.776,145.476,3/5/2023 0:00,12:29:00,Credit Card,109.7,4.761904716,10.776,5.3
291-55-6563,West,Yorktown,Member,Female,Groceries,39.42,6,18.9216,255.4416,3/30/2023 0:00,12:45:00,Credit Card,206.52,4.761904716,18.9216,7.5
291-59-1384,East,McCordsville,Not member,Male,Sports and Outdoors,65.3,1,5.224,70.524,2/28/2023 0:00,17:38:00,Mobile app,60.3,4.761904716,5.224,6
296-11-7041,East,McCordsville,Member,Female,Health and Wellness,32.07,1,2.5656,34.6356,1/12/2023 0:00,20:07:00,Cash,27.07,4.761904716,2.5656,5.3
299-29-0180,East,McCordsville,Member,Female,Groceries,57.18,7,32.0208,432.2808,3/9/2023 0:00,10:54:00,Mobile app,365.26,4.761904716,32.0208,9.3
299-46-1805,East,McCordsville,Member,Female,Automotive,98.72,6,47.3856,639.7056,1/15/2023 0:00,16:19:00,Mobile app,562.32,4.761904716,47.3856,4.5
300-71-4605,South,Newtown,Member,Male,Sports and Outdoors,91.04,5,36.416,491.616,2/25/2023 0:00,11:24:00,Credit Card,430.2,4.761904716,36.416,4.8
301-11-9629,West,Yorktown,Not member,Female,Automotive,24.1,7,13.496,182.196,1/15/2023 0:00,10:43:00,Mobile app,133.7,4.761904716,13.496,9.7
301-81-8610,East,McCordsville,Member,Male,Clothing and Apparel,30.42,8,19.4688,262.8288,3/19/2023 0:00,19:42:00,Cash,203.36,4.761904716,19.4688,6.7
302-15-2162,South,Newtown,Member,Male,Health and Wellness,51.53,6,24.7344,333.9144,3/3/2023 0:00,10:54:00,Cash,279.18,4.761904716,24.7344,4.3
303-96-2227,East,McCordsville,Not member,Female,Groceries,102.38,10,81.904,1105.704,3/2/2023 0:00,17:16:00,Credit Card,973.8,4.761904716,81.904,4.4
305-03-2383,West,Yorktown,Not member,Female,Electronics,72.1,3,17.304,233.604,2/15/2023 0:00,10:36:00,Mobile app,201.3,4.761904716,17.304,7.5
305-14-0245,East,McCordsville,Member,Female,Groceries,99.49,8,63.6736,859.5936,3/3/2023 0:00,19:00:00,Credit Card,755.92,4.761904716,63.6736,7.5
305-18-3552,East,McCordsville,Member,Male,Groceries,65.38,10,52.304,706.104,2/12/2023 0:00,16:19:00,Credit Card,603.8,4.761904716,52.304,6
305-89-2768,East,McCordsville,Member,Female,Groceries,26.9,3,6.456,87.156,1/9/2023 0:00,18:43:00,Credit Card,65.7,4.761904716,6.456,4.7
307-04-2070,West,Yorktown,Member,Female,Clothing and Apparel,35.62,1,2.8496,38.4696,2/5/2023 0:00,14:14:00,Cash,30.62,4.761904716,2.8496,4.1
307-83-9164,West,Yorktown,Member,Male,Groceries,65.01,4,20.8032,280.8432,1/25/2023 0:00,15:54:00,Mobile app,240.04,4.761904716,20.8032,4.5
307-85-2293,East,McCordsville,Not member,Male,Groceries,55.28,5,22.112,298.512,3/7/2023 0:00,13:58:00,Credit Card,251.4,4.761904716,22.112,9.7
308-39-1707,West,Yorktown,Not member,Female,Clothing and Apparel,17.09,1,1.3672,18.4572,1/26/2023 0:00,18:19:00,Cash,12.09,4.761904716,1.3672,8.2
308-47-4913,West,Yorktown,Member,Female,Automotive,57.26,10,45.808,618.408,3/9/2023 0:00,12:45:00,Cash,522.6,4.761904716,45.808,6.2
308-81-0538,West,Yorktown,Not member,Female,Clothing and Apparel,78.05,4,24.976,337.176,2/25/2023 0:00,17:16:00,Cash,292.2,4.761904716,24.976,4.9
311-13-6971,East,McCordsville,Member,Male,Automotive,36.99,10,29.592,399.492,2/20/2023 0:00,15:18:00,Cash,319.9,4.761904716,29.592,9.9
313-66-9943,East,McCordsville,Member,Female,Electronics,34.15,3,8.196,110.646,3/27/2023 0:00,20:29:00,Cash,87.45,4.761904716,8.196,7.3
314-23-4520,South,Newtown,Member,Male,Health and Wellness,86.23,7,48.2888,651.8988,1/15/2023 0:00,20:44:00,Mobile app,568.61,4.761904716,48.2888,9
315-22-5665,South,Newtown,Not member,Female,Groceries,78.56,10,62.848,848.448,2/24/2023 0:00,11:38:00,Credit Card,735.6,4.761904716,62.848,8
316-01-3952,West,Yorktown,Not member,Female,Electronics,59.27,5,23.708,320.058,3/13/2023 0:00,14:16:00,Credit Card,271.35,4.761904716,23.708,4.6
316-55-4634,East,McCordsville,Member,Male,Electronics,85.05,5,34.02,459.27,1/26/2023 0:00,12:45:00,Cash,400.25,4.761904716,34.02,9.4
316-66-3011,West,Yorktown,Member,Female,Electronics,52.63,9,37.8936,511.5636,1/23/2023 0:00,12:35:00,Mobile app,428.67,4.761904716,37.8936,5
316-68-6352,West,Yorktown,Member,Female,Electronics,41.36,2,6.6176,89.3376,1/21/2023 0:00,10:00:00,Mobile app,72.72,4.761904716,6.6176,7.1
318-12-0304,West,Yorktown,Not member,Male,Clothing and Apparel,35.61,1,2.8488,38.4588,1/23/2023 0:00,12:20:00,Credit Card,30.61,4.761904716,2.8488,5.2
318-68-5053,East,McCordsville,Not member,Female,Health and Wellness,81.99,6,39.3552,531.2952,2/27/2023 0:00,17:55:00,Mobile app,461.94,4.761904716,39.3552,6.1
318-81-2368,South,Newtown,Not member,Female,Sports and Outdoors,51.2,1,4.096,55.296,3/19/2023 0:00,12:16:00,Mobile app,46.2,4.761904716,4.096,6.3
319-50-3348,East,McCordsville,Not member,Female,Groceries,45.3,2,7.248,97.848,3/11/2023 0:00,15:30:00,Credit Card,80.6,4.761904716,7.248,4.4
319-74-2561,West,Yorktown,Member,Female,Sports and Outdoors,99.64,3,23.9136,322.8336,2/21/2023 0:00,16:55:00,Mobile app,283.92,4.761904716,23.9136,5.5
320-32-8842,South,Newtown,Member,Female,Electronics,27.62,1,2.2096,29.8296,3/17/2023 0:00,18:58:00,Mobile app,22.62,4.761904716,2.2096,6.4
320-49-6392,South,Newtown,Not member,Female,Sports and Outdoors,35.24,1,2.8192,38.0592,3/4/2023 0:00,15:44:00,Mobile app,30.24,4.761904716,2.8192,8.4
320-85-2052,East,McCordsville,Not member,Female,Automotive,39.81,1,3.1848,42.9948,1/14/2023 0:00,10:11:00,Cash,34.81,4.761904716,3.1848,7
321-49-7382,East,McCordsville,Member,Male,Automotive,93.31,1,7.4648,100.7748,2/15/2023 0:00,17:38:00,Cash,88.31,4.761904716,7.4648,5.2
322-02-2271,East,McCordsville,Not member,Female,Automotive,47.97,3,11.5128,155.4228,2/3/2023 0:00,11:46:00,Mobile app,128.91,4.761904716,11.5128,9.3
324-41-6833,South,Newtown,Member,Female,Sports and Outdoors,35.2,8,22.528,304.128,3/3/2023 0:00,19:30:00,Credit Card,241.6,4.761904716,22.528,5.1
324-92-3863,West,Yorktown,Member,Male,Sports and Outdoors,25.89,2,4.1424,55.9224,2/5/2023 0:00,18:45:00,Mobile app,41.78,4.761904716,4.1424,9.8
325-77-6186,West,Yorktown,Member,Female,Groceries,95.65,10,76.52,1033.02,3/8/2023 0:00,10:53:00,Credit Card,906.5,4.761904716,76.52,7.3
325-89-4209,West,Yorktown,Member,Male,Electronics,92.9,1,7.432,100.332,2/5/2023 0:00,19:42:00,Credit Card,87.9,4.761904716,7.432,6.7
325-90-8763,South,Newtown,Member,Female,Sports and Outdoors,51.57,10,41.256,556.956,1/27/2023 0:00,13:58:00,Mobile app,465.7,4.761904716,41.256,7.6
326-71-2155,South,Newtown,Not member,Female,Automotive,78.95,4,25.264,341.064,2/3/2023 0:00,10:02:00,Mobile app,295.8,4.761904716,25.264,6.1
326-78-5178,South,Newtown,Member,Male,Electronics,96.4,7,53.984,728.784,2/3/2023 0:00,10:19:00,Credit Card,639.8,4.761904716,53.984,9.5
327-40-9673,East,McCordsville,Member,Male,Automotive,77.6,6,37.248,502.848,1/13/2023 0:00,19:51:00,Mobile app,435.6,4.761904716,37.248,6.9
329-62-1586,West,Yorktown,Not member,Male,Electronics,59.67,3,14.3208,193.3308,1/21/2023 0:00,18:00:00,Cash,164.01,4.761904716,14.3208,8.6
333-23-2632,West,Yorktown,Member,Male,Health and Wellness,15.08,7,8.4448,114.0048,3/28/2023 0:00,20:14:00,Mobile app,70.56,4.761904716,8.4448,4.2
333-73-7901,South,Newtown,Not member,Female,Health and Wellness,59.92,8,38.3488,517.7088,3/23/2023 0:00,13:24:00,Credit Card,439.36,4.761904716,38.3488,7.6
334-64-2006,West,Yorktown,Member,Female,Groceries,75.32,2,12.0512,162.6912,3/24/2023 0:00,14:22:00,Credit Card,140.64,4.761904716,12.0512,9.6
336-78-2147,South,Newtown,Member,Male,Groceries,68.91,8,44.1024,595.3824,3/13/2023 0:00,19:52:00,Cash,511.28,4.761904716,44.1024,4.6
338-65-2210,South,Newtown,Member,Female,Health and Wellness,73.6,10,58.88,794.88,2/5/2023 0:00,19:57:00,Credit Card,686,4.761904716,58.88,9.1
339-12-4827,East,McCordsville,Member,Female,Clothing and Apparel,78.96,1,6.3168,85.2768,1/5/2023 0:00,11:32:00,Cash,73.96,4.761904716,6.3168,5
339-18-7061,South,Newtown,Member,Female,Clothing and Apparel,97.98,2,15.6768,211.6368,2/13/2023 0:00,15:06:00,Cash,185.96,4.761904716,15.6768,8
339-38-9982,East,McCordsville,Member,Male,Clothing and Apparel,64.86,2,10.3776,140.0976,1/13/2023 0:00,14:55:00,Credit Card,119.72,4.761904716,10.3776,6.7
339-96-8318,East,McCordsville,Member,Male,Clothing and Apparel,86.31,7,48.3336,652.5036,3/1/2023 0:00,19:49:00,Credit Card,569.17,4.761904716,48.3336,6.3
340-21-9136,West,Yorktown,Member,Female,Automotive,45.05,4,14.416,194.616,1/25/2023 0:00,11:40:00,Mobile app,160.2,4.761904716,14.416,9.7
340-66-0321,West,Yorktown,Member,Male,Sports and Outdoors,41.36,4,13.2352,178.6752,3/25/2023 0:00,13:07:00,Mobile app,145.44,4.761904716,13.2352,7.6
342-65-4817,South,Newtown,Member,Male,Health and Wellness,91.8,3,22.032,297.432,1/28/2023 0:00,16:47:00,Credit Card,260.4,4.761904716,22.032,9.9
343-61-3544,East,McCordsville,Member,Male,Automotive,31.67,10,25.336,342.036,1/29/2023 0:00,11:48:00,Mobile app,266.7,4.761904716,25.336,8.6
343-75-9322,East,McCordsville,Member,Female,Automotive,16.85,8,10.784,145.584,1/9/2023 0:00,16:34:00,Mobile app,94.8,4.761904716,10.784,4.1
343-87-0864,South,Newtown,Member,Male,Health and Wellness,80.88,1,6.4704,87.3504,1/3/2023 0:00,10:30:00,Cash,75.88,4.761904716,6.4704,7.1
345-08-4992,West,Yorktown,Not member,Male,Groceries,38.99,6,18.7152,252.6552,3/8/2023 0:00,15:37:00,Cash,203.94,4.761904716,18.7152,7.7
345-68-9016,South,Newtown,Member,Female,Automotive,36.67,8,23.4688,316.8288,1/2/2023 0:00,16:19:00,Cash,253.36,4.761904716,23.4688,5.6
346-12-3257,East,McCordsville,Member,Male,Sports and Outdoors,24.24,9,17.4528,235.6128,3/4/2023 0:00,16:28:00,Mobile app,173.16,4.761904716,17.4528,8
346-84-3103,East,McCordsville,Member,Female,Sports and Outdoors,18.22,5,7.288,98.388,3/2/2023 0:00,19:26:00,Mobile app,66.1,4.761904716,7.288,4.3
347-56-2442,West,Yorktown,Not member,Male,Groceries,70.82,1,5.6656,76.4856,2/22/2023 0:00,15:33:00,Mobile app,65.82,4.761904716,5.6656,4.1
347-72-6115,East,McCordsville,Member,Female,Automotive,95.74,7,53.6144,723.7944,1/16/2023 0:00,18:03:00,Credit Card,635.18,4.761904716,53.6144,6.2
349-97-8902,East,McCordsville,Member,Male,Electronics,62.89,2,10.0624,135.8424,1/17/2023 0:00,10:37:00,Credit Card,115.78,4.761904716,10.0624,8.9
351-62-0822,East,McCordsville,Member,Female,Clothing and Apparel,19.48,4,6.2336,84.1536,2/6/2023 0:00,18:07:00,Credit Card,57.92,4.761904716,6.2336,4.5
354-25-5821,East,McCordsville,Member,Female,Automotive,74.12,6,35.5776,480.2976,2/8/2023 0:00,13:03:00,Mobile app,414.72,4.761904716,35.5776,5.6
354-39-5160,West,Yorktown,Member,Female,Groceries,39.42,6,18.9216,255.4416,2/18/2023 0:00,15:39:00,Mobile app,206.52,4.761904716,18.9216,9.8
355-34-6244,East,McCordsville,Not member,Male,Electronics,77.39,2,12.3824,167.1624,1/13/2023 0:00,19:55:00,Cash,144.78,4.761904716,12.3824,8.1
355-53-5943,West,Yorktown,Member,Female,Sports and Outdoors,73.84,6,35.4432,478.4832,2/25/2023 0:00,14:36:00,Credit Card,413.04,4.761904716,35.4432,5.8
356-44-8813,East,McCordsville,Not member,Male,Groceries,42.48,3,10.1952,137.6352,1/20/2023 0:00,13:45:00,Cash,112.44,4.761904716,10.1952,7.7
358-88-9262,South,Newtown,Member,Female,Electronics,92.48,6,44.3904,599.2704,2/1/2023 0:00,18:43:00,Credit Card,524.88,4.761904716,44.3904,5.1
359-90-3665,East,McCordsville,Member,Female,Clothing and Apparel,23.08,4,7.3856,99.7056,1/14/2023 0:00,18:03:00,Cash,72.32,4.761904716,7.3856,9.5
359-94-5395,East,McCordsville,Not member,Male,Health and Wellness,97.78,1,7.8224,105.6024,3/15/2023 0:00,10:50:00,Cash,92.78,4.761904716,7.8224,9.8
360-39-5055,South,Newtown,Member,Male,Automotive,53.91,5,21.564,291.114,3/9/2023 0:00,10:17:00,Mobile app,244.55,4.761904716,21.564,6.6
361-59-0574,East,McCordsville,Member,Male,Automotive,95.53,8,61.1392,825.3792,3/15/2023 0:00,14:48:00,Credit Card,724.24,4.761904716,61.1392,6.5
361-85-2571,West,Yorktown,Not member,Female,Automotive,94.48,5,37.792,510.192,3/30/2023 0:00,10:18:00,Mobile app,447.4,4.761904716,37.792,7.4
362-58-8315,South,Newtown,Not member,Male,Clothing and Apparel,81.52,5,32.608,440.208,3/25/2023 0:00,10:23:00,Mobile app,382.6,4.761904716,32.608,9.9
364-33-8584,East,McCordsville,Member,Female,Electronics,22.63,5,9.052,122.202,3/8/2023 0:00,15:27:00,Mobile app,88.15,4.761904716,9.052,8.5
364-34-2972,South,Newtown,Member,Male,Sports and Outdoors,101.82,3,24.4368,329.8968,3/30/2023 0:00,20:37:00,Mobile app,290.46,4.761904716,24.4368,6.7
365-16-4334,East,McCordsville,Not member,Female,Electronics,31.43,8,20.1152,271.5552,2/24/2023 0:00,14:26:00,Credit Card,211.44,4.761904716,20.1152,8.9
365-64-0515,West,Yorktown,Not member,Female,Sports and Outdoors,51.95,5,20.78,280.53,2/12/2023 0:00,10:25:00,Credit Card,234.75,4.761904716,20.78,7.1
366-43-6862,East,McCordsville,Not member,Male,Sports and Outdoors,57.89,4,18.5248,250.0848,3/25/2023 0:00,16:32:00,Credit Card,211.56,4.761904716,18.5248,6.7
366-93-0948,West,Yorktown,Member,Male,Sports and Outdoors,71.35,1,5.708,77.058,1/31/2023 0:00,10:46:00,Cash,66.35,4.761904716,5.708,9.7
